name;toshidexNumber;rarity;evolves;evolutionStage;description;ethCardIndex;type1;type2;maxHP;attack;defense;spAttack;spDefense;speed;knownMoves
Babulb;66;1;1;1;"Don't be tricked by this little leaf-shaped, innocent-looking Toshimon, one wrong move and Babulb can spin kick even the larger ones. Coming from a family of ""electrifiedâ€ Toshimons, Babulb is known to outsmart most of the monsters. It is hard to locate in the morning and can also easily hide itself at night because of its transparent glass-like body. It chills and collects energy in the morning and hustles at night in smaller towns where light and warmth are scarce. Those who crossed with this grumpy Toshimon got a late lightbulb-moment of never wanting to receive a headlock from it. When in lighter mood, it will spare you. Still, nobody has actually seen Babulb not gloomy.";71;7;0;100;100;100;50;50;50;[{'moveBase': {'fileID': 11400000, 'guid': '0b4105af9c428a04485910b52fad6738', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '7e54cdc430948f44f99abb3d6b52fee0', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'e028badd4e3f3bd4f8155ae2e0ccb104', 'type': 2}}]
Globlub;67;2;1;2;Globulb is your uncle that gives out corny jokes. This Toshimon loves being around other Toshimons that it can benefit from. It likes to give and do them favors. Just be ready when it collects the payment. This dual-filamented bulb monster is usually seen in crowded towns at night offering its lighting and warming services. It is the life of the party because it literally lights up the area and can offer entertainment. Be ready to cringe as you will hear not-so-lit jokes, though. But be careful, don't let him notice your displeasure because a flash of leg sweep and recoil is enough to knock you out and keep you in darkness for days.;156;7;0;95;110;110;80;80;65;[{'moveBase': {'fileID': 11400000, 'guid': '93f9b9cfb7e626e4c9b6539414292f21', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '668e604fbe71a0a498df424a11de821f', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'e028badd4e3f3bd4f8155ae2e0ccb104', 'type': 2}}]
Blobulb;68;3;0;3;This bulb is no small time. Blobulb manages the city's lighting situation. He is the quietest, but ironically the darkest of bulbs. Stories say that it was once part of a group of Blobulbs but after a huge surge of electricity, only a few of them survived and decided to live separately in solitude. From then on, it liked working alone and did not want to be plugged in with other bulbs. Whoever disturbs its peace will surely get shocked and double kicked not remembering a few days of its life. Because of its three filaments, Blobulb is capable of understanding any problem and this adds up to its dimness. If only there's another Blobulb that could light up the mood of this lonesome Toshimon.;277;7;4;100;135;90;75;95;75;[{'moveBase': {'fileID': 11400000, 'guid': '38ed513cf0826ab47a8d97b659b329b2', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '057802e6f1a296642b5bc6c47f613053', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '48e7072ace8583a4f9565062ec772360', 'type': 2}}]
Raf;69;1;1;1;Raf is a small and cute Toshimon with small beady eyes, a flower hat and ruff collars made of petals. It has a petite stature and tail that seem to imitate vines with leaves. It usually collects flowers and choose the prettiest ones to put onto itself. Raf is a naturally sweet creature that cause no harm, and lives simple life where it simply collects flowers and berries, or sometimes plays jokes on others. As jokers, its pranks are generally harmless too and are usually interpreted as a way of acting cute. Raf is creature of the forest and capitalizes its small size to Squirm away from the grasp of its opponents. Raf's way of attacking is reliant on collecting plant energy and releasing them on the opponents. This Toshimon can also buff itself with Grow and Power Up to empower its attacks. But really, who would want to hurt such small and cute creatures in a battle?;72;5;0;75;85;45;90;55;60;[{'moveBase': {'fileID': 11400000, 'guid': '15a36c56339b40a43bcd6e8f228edde0', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '518599785f427d5488c0bed5c00bc6d8', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '74ef0b2d1708cc144b849edc7267d1fd', 'type': 2}}]
Venoraf;70;1;1;2;"Venoraf is a Toshimon that resembles a hamster and a plant. It has an orange body, an eggplant like crown on top of its head, a blush petal-like necklace, and a green toothed tail. It has slanted, glowing green eyes, protruded black nose, and pointy teeth. Venoraf has the reputation of a ""black sheepâ€, it is often seen deceiving those who wander and get lost in the forest. It has bad blood with some forest creatures because of its mischievousness and cunning personality. Venoraf has the ability to control plants, it can either make it go smaller and bigger. Venoraf can make plants as an extension if his body when fighting. He also has the ability to wither, making plant-like creatures weaken when spiked with his thorns.";73;5;8;80;90;50;95;60;65;[{'moveBase': {'fileID': 11400000, 'guid': '15a36c56339b40a43bcd6e8f228edde0', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'c1c6ebc8b003d904da34ff32673aa561', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '74ef0b2d1708cc144b849edc7267d1fd', 'type': 2}}]
Rafflower;71;1;0;3;"Rafflower is a Toshimon with an orange body, it has two chubby hind legs, and stubby arms. Rafflower ensembles a venus flytrap. It has green leafy toothed tail, a pink petal-like ensemble on top of its head, and a pink skirt-like scarf on its neck. It has oval protruding ears, sharp teeth, glowing green eyes, and sharp 3D whiskers that is almost like a tooth all over its face. Rafflower is someone who loves plants and trees, so it chose to live with it. It is known as a ""Flower Fairyâ€ because it is usually seen warding off creatures that has ill will towards plants and trees alike. It serves as a guardian of plants and trees and is ready to fight anyone that endangers the plants may it be day or night. Rafflower can trap its opponents on thorns, it can also poison an opponent when scraped with various thorns all over its body. It uses arrow to target long distance opponents. When an opponent is trapped with Rafflower's thorns, it will have a hard time moving for a few seconds or a minute.";74;5;8;80;105;65;100;70;70;[{'moveBase': {'fileID': 11400000, 'guid': 'be558c1e02c228945a60cbd7595fa0ee', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '7819cc72d47909648bf8bdf4272d7147', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '74ef0b2d1708cc144b849edc7267d1fd', 'type': 2}}]
Drake;72;1;1;1;"Drake has so much in common with Ashdrake, it is a duck-like creature with adorable features! It has soft eyes with dark pupils, yellow triangular beak, and yellow feet. It has hands with 4 fingers, and a short flat tail. Its choice of wardrobe? A fancy leaf-like hat, hand bands, and a martial artist's belt. Drake is an avid fan of Ashdrake, it believes that they came from the same descendant. Drake loves following Ashdrake wherever it goes. Drake is the opposite of the older, he is very jolly, talkative, loves dancing, and having fun. He loves noisy surroundings and exciting activities. That is why many Toshimons question why he still hangs around Ashdrake. Drake really loves water ever since it was young. It can control water; however he still has not much control over it. If trained very well, Drake can control a large body of water. Its abilities are spray, gain, and hydrate.";75;3;0;70;55;65;70;115;90;[{'moveBase': {'fileID': 11400000, 'guid': '8c6f9487b67246c44a1a8b4b71d7fdea', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'a789e9761e341d342ab24710f04cc044', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '58262f336e9b2644e8dcc8993374dc1f', 'type': 2}}]
Ashdrake;73;2;0;2;"Ashdrake resembles a platypus with wise eyes. It has a white tuft, long flat tail, and yellow beak. It has the feet and hands of a duck. Its choice of wardrobe? A terno inspired from old-wise witches from Harry Potter; a big fancy hat, a long violet robe, a wooden cane, and a vintage water bottle. He has an appearance of an old wise man. Like a typical old witch, duck, and a platypus, Ashdrake lives near freshwater lakes, small ponds, or rivers in tropical areas. He loves the serene ambience of living far from civilization. He believes that a man becomes wiser and stronger if he focuses only in self-improvement rather than the business of other people. When Toshimons needs advice and help, Ashdrake is their go-to because of his skills and knowledge in life. Although Ashdrake is quite wise, it does not possess too much combat abilities. He is great in making potions, name the purpose and Ashdrake could formulate it immediately.";157;3;8;80;70;65;80;120;100;[{'moveBase': {'fileID': 11400000, 'guid': 'a354ef17b9cdfb14fbf0d74fa2e02258', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '7819cc72d47909648bf8bdf4272d7147', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '58262f336e9b2644e8dcc8993374dc1f', 'type': 2}}]
Stal;74;1;1;1;Imagine you are in a dark cave and you notice a striking violet crystal thinking that you hit the jackpot but instead of treasure you touched a stalagmite-like creature! Stal has a deep violet body that almost resembles the night because of how deep it is. It has four stubby legs and spiky crystal-like stones on its back. Stal is a very fun Toshimon, it finds enjoyment in teasing and scaring people that visits the cave he lives in. He has never been outside the cave because he is afraid of the light and he thinks he would not fit because of his appearance until a Toshimon trainer visited the cave and was not scared of his tricks. Stal can create a small swirling mass of sand, rocks, soil, and dust. It can create dust storm that could throw its opponent away. Stal is also good in combat and can use its physique to its advantage. In spite of its heavy and bulky appearance, Stal actually has a light body that could kick his opponent off.;76;9;0;70;80;100;80;65;55;[{'moveBase': {'fileID': 11400000, 'guid': '606c654e0533d604183dda866fe140f3', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'edf00f8ed4d32164c9297634047ee91e', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '9f413179d338b6a429ad0576521c153d', 'type': 2}}]
Stalag;75;2;0;0;Stalag is an evolved version of Stal, like Stal it has a violet body. Its whole body is covered with spiky crystals, its legs and arms slightly stubby. Stalag is like a human-crystal creature with striking slanted eyes and white nose. It looks like it is always angry but despite its hard and edge cutting exterior, Stalag is actually a softie! Unlike Stal, Stalag is not afraid to go outside, he is able to go out of the cave at a very young age and learned multiple tricks and skills in fighting and protecting himself. While exploring the outside world, he met a very skilled martial artist that lived in mountains that taught him how to fight and heighten his abilities.  Stalag can control rocks, from creating dust storm to a whirlwind of rocks real quick! It can easily shatter rocks of any form thus creating a very sharp and strong punches. Because he learned multiple tricks from a skilled martial artist, he is known to be a very good hand-in-hand combat fighting.;158;9;7;85;95;115;90;65;55;[{'moveBase': {'fileID': 11400000, 'guid': '5b3d09eabd8ef4240811edd1d94b78bf', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'e659f186565b68b49932efe8e453123f', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '9f413179d338b6a429ad0576521c153d', 'type': 2}}]
